YEAR,QUARTER,MONTH,FL_DATE,OP_UNIQUE_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY_NEW,CANCELLED,CANCELLATION_CODE,AIR_TIME,DISTANCE,WEATHER_DELAY
2022,3,7,01/07/2022 12:00:00 AM,9E,N133EV,5074,12478,1247805,31703,JFK,11433,1143302,31295,DTW,1725,1718,0.00,0.00,,85.00,509.00,0.00
2022,3,7,01/07/2022 12:00:00 AM,9E,N136EV,4768,11433,1143302,31295,DTW,10257,1025702,30257,ALB,1020,1014,0.00,0.00,,60.00,489.00,
2022,3,7,01/07/2022 12:00:00 AM,9E,N136EV,4915,11423,1142307,31423,DSM,11433,1143302,31295,DTW,0620,0617,0.00,0.00,,73.00,534.00,
2022,3,7,01/07/2022 12:00:00 AM,9E,N184GJ,4638,11433,1143302,31295,DTW,11042,1104205,30647,CLE,1230,1242,12.00,0.00,,21.00,95.00,
2022,3,7,01/07/2022 12:00:00 AM,9E,N184GJ,4639,11193,1119302,33105,CVG,11433,1143302,31295,DTW,1030,1034,4.00,0.00,,43.00,229.00,
2022,3,7,01/07/2022 12:00:00 AM,9E,N186PQ,4956,10685,1068503,30685,BMI,11433,1143302,31295,DTW,1800,1757,0.00,0.00,,50.00,313.00,
2022,3,7,01/07/2022 12:00:00 AM,9E,N187GJ,4680,11986,1198603,31986,GRR,12953,1295304,31703,LGA,1855,0655,720.00,0.00,,80.00,618.00,0.00
2022,3,7,01/07/2022 12:00:00 AM,9E,N187GJ,4680,12953,1295304,31703,LGA,11986,1198603,31986,GRR,1544,1542,0.00,0.00,,109.00,618.00,0.00
2022,3,7,01/07/2022 12:00:00 AM,9E,N228PQ,4763,11193,1119302,33105,CVG,11433,1143302,31295,DTW,1740,1735,0.00,0.00,,43.00,229.00,
2022,3,7,01/07/2022 12:00:00 AM,9E,N228PQ,5423,11433,1143302,31295,DTW,12478,1247805,31703,JFK,1945,1945,0.00,0.00,,92.00,509.00,0.00
2022,3,7,01/07/2022 12:00:00 AM,9E,N279PQ,4654,12478,1247805,31703,JFK,11433,1143302,31295,DTW,1905,1856,0.00,0.00,,90.00,509.00,0.00
2022,3,7,01/07/2022 12:00:00 AM,9E,N296PQ,4989,11433,1143302,31295,DTW,13931,1393102,33667,ORF,1000,0955,0.00,0.00,,80.00,529.00,
2022,3,7,01/07/2022 12:00:00 AM,9E,N298PQ,4676,12478,1247805,31703,JFK,11433,1143302,31295,DTW,0659,0654,0.00,0.00,,85.00,509.00,
2022,3,7,01/07/2022 12:00:00 AM,9E,N298PQ,5301,11433,1143302,31295,DTW,11193,1119302,33105,CVG,1231,1226,0.00,0.00,,39.00,229.00,
2022,3,7,01/07/2022 12:00:00 AM,9E,N301PQ,4812,15412,1541205,35412,TYS,11433,1143302,31295,DTW,0730,0725,0.00,0.00,,68.00,443.00,
