YEAR,QUARTER,MONTH,FL_DATE,OP_UNIQUE_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY_NEW,CANCELLED,CANCELLATION_CODE,AIR_TIME,DISTANCE,WEATHER_DELAY
2022,2,6,01/06/2022 12:00:00 AM,9E,N819AY,4755,11433,1143302,31295,DTW,12884,1288403,32884,LAN,1750,1748,0.00,0.00,,18.00,74.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N819AY,4755,12884,1288403,32884,LAN,11433,1143302,31295,DTW,1915,1910,0.00,0.00,,21.00,74.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N819AY,4971,11433,1143302,31295,DTW,13184,1318403,33184,MBS,2255,2253,0.00,0.00,,22.00,98.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N819AY,5522,11003,1100303,31003,CID,11433,1143302,31295,DTW,1436,1428,0.00,0.00,,65.00,430.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N820AY,4695,11433,1143302,31295,DTW,15096,1509602,35096,SYR,0715,0710,0.00,0.00,,50.00,374.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N820AY,4695,15096,1509602,35096,SYR,11433,1143302,31295,DTW,0945,0932,0.00,0.00,,57.00,374.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N820AY,4782,10469,1046902,30469,AZO,11433,1143302,31295,DTW,0530,0526,0.00,0.00,,26.00,113.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N820AY,4910,11433,1143302,31295,DTW,10980,1098002,30980,CHA,1215,1214,0.00,0.00,,71.00,505.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N833AY,4698,12945,1294503,32945,LEX,11433,1143302,31295,DTW,0628,0627,0.00,0.00,,54.00,296.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N833AY,4968,11433,1143302,31295,DTW,11003,1100303,31003,CID,1600,1600,0.00,0.00,,67.00,430.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N833AY,5207,11433,1143302,31295,DTW,13184,1318403,33184,MBS,1017,1014,0.00,0.00,,26.00,98.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N833AY,5207,13184,1318403,33184,MBS,11433,1143302,31295,DTW,1145,1129,0.00,0.00,,21.00,98.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N836AY,5066,10469,1046902,30469,AZO,11433,1143302,31295,DTW,1145,1144,0.00,0.00,,46.00,113.00,0.00
2022,2,6,01/06/2022 12:00:00 AM,9E,N836AY,5066,11433,1143302,31295,DTW,10469,1046902,30469,AZO,1005,1003,0.00,0.00,,26.00,113.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N836AY,5348,11433,1143302,31295,DTW,12397,1239702,32397,ITH,1345,1455,70.00,0.00,,53.00,353.00,0.00
2022,2,6,01/06/2022 12:00:00 AM,9E,N836AY,5348,12397,1239702,32397,ITH,11433,1143302,31295,DTW,1540,1640,60.00,0.00,,63.00,353.00,0.00
2022,2,6,01/06/2022 12:00:00 AM,9E,N840AY,4934,13184,1318403,33184,MBS,11433,1143302,31295,DTW,0530,0522,0.00,0.00,,24.00,98.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N8839E,4666,11433,1143302,31295,DTW,12945,1294503,32945,LEX,2110,2105,0.00,0.00,,55.00,296.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N8839E,5300,10469,1046902,30469,AZO,11433,1143302,31295,DTW,1845,1840,0.00,0.00,,23.00,113.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N8839E,5300,11433,1143302,31295,DTW,10469,1046902,30469,AZO,1605,1603,0.00,0.00,,26.00,113.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N8877A,5031,11433,1143302,31295,DTW,15380,1538005,35380,TVC,1730,1727,0.00,0.00,,40.00,207.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N8877A,5031,15380,1538005,35380,TVC,11433,1143302,31295,DTW,1920,1918,0.00,0.00,,39.00,207.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N8877A,5082,11433,1143302,31295,DTW,10408,1040805,30408,ATW,2125,2131,6.00,0.00,,56.00,296.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N8877A,5116,11203,1120302,30424,CWA,11433,1143302,31295,DTW,0625,0626,1.00,0.00,,53.00,363.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N8932C,4658,11433,1143302,31295,DTW,12884,1288403,32884,LAN,1010,1005,0.00,0.00,,18.00,74.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N8932C,4658,12884,1288403,32884,LAN,11433,1143302,31295,DTW,1140,1132,0.00,0.00,,19.00,74.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N8932C,4933,10408,1040805,30408,ATW,11433,1143302,31295,DTW,0650,0640,0.00,0.00,,50.00,296.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N8933B,4975,11003,1100303,31003,CID,11433,1143302,31295,DTW,0955,0945,0.00,0.00,,68.00,430.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N8933B,4975,11433,1143302,31295,DTW,11003,1100303,31003,CID,0835,0825,0.00,0.00,,67.00,430.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N8933B,5425,10577,1057705,30577,BGM,11433,1143302,31295,DTW,1542,1549,7.00,0.00,,63.00,378.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N8933B,5425,11433,1143302,31295,DTW,10577,1057705,30577,BGM,1345,1346,1.00,0.00,,55.00,378.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N8933B,5439,12884,1288403,32884,LAN,11433,1143302,31295,DTW,0540,0533,0.00,0.00,,24.00,74.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N8933B,5443,11433,1143302,31295,DTW,12884,1288403,32884,LAN,2250,2301,11.00,0.00,,18.00,74.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N901XJ,4774,11433,1143302,31295,DTW,15412,1541205,35412,TYS,2100,2209,69.00,0.00,,65.00,443.00,0.00
2022,2,6,01/06/2022 12:00:00 AM,9E,N901XJ,5020,12953,1295304,31703,LGA,11986,1198603,31986,GRR,0845,0842,0.00,0.00,,91.00,618.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N901XJ,5379,11986,1198603,31986,GRR,12953,1295304,31703,LGA,1234,1232,0.00,0.00,,86.00,618.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N901XJ,5405,11995,1199502,31995,GSO,11433,1143302,31295,DTW,1815,1835,20.00,0.00,,77.00,460.00,0.00
2022,2,6,01/06/2022 12:00:00 AM,9E,N910XJ,4683,11433,1143302,31295,DTW,12478,1247805,31703,JFK,0703,0654,0.00,0.00,,73.00,509.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N919XJ,5247,12953,1295304,31703,LGA,11986,1198603,31986,GRR,1349,1615,146.00,0.00,,98.00,618.00,0.00
2022,2,6,01/06/2022 12:00:00 AM,9E,N923XJ,4810,12478,1247805,31703,JFK,11433,1143302,31295,DTW,0915,0907,0.00,0.00,,82.00,509.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N923XJ,5301,11433,1143302,31295,DTW,11193,1119302,33105,CVG,1220,1215,0.00,0.00,,41.00,229.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N926XJ,4654,12478,1247805,31703,JFK,11433,1143302,31295,DTW,1920,1918,0.00,0.00,,79.00,509.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N928XJ,4638,11433,1143302,31295,DTW,12339,1233904,32337,IND,2105,2102,0.00,0.00,,40.00,231.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N928XJ,5045,11193,1119302,33105,CVG,11433,1143302,31295,DTW,1409,1404,0.00,0.00,,44.00,229.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N928XJ,5521,11193,1119302,33105,CVG,11433,1143302,31295,DTW,1858,1853,0.00,0.00,,39.00,229.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N928XJ,5521,11433,1143302,31295,DTW,11193,1119302,33105,CVG,1615,1611,0.00,0.00,,41.00,229.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N935XJ,4858,12478,1247805,31703,JFK,11433,1143302,31295,DTW,1259,1255,0.00,0.00,,85.00,509.00,
2022,2,6,01/06/2022 12:00:00 AM,9E,N935XJ,5159,11433,1143302,31295,DTW,12339,1233904,32337,IND,1555,1551,0.00,0.00,,40.00,231.00,
2022,2,6,01/06/2022 12:00:00 AM,AA,N102UW,384,11057,1105703,31057,CLT,11433,1143302,31295,DTW,1640,1634,0.00,0.00,,77.00,500.00,
2022,2,6,01/06/2022 12:00:00 AM,AA,N105UW,2618,11986,1198603,31986,GRR,11057,1105703,31057,CLT,0625,0616,0.00,0.00,,84.00,583.00,
2022,2,6,01/06/2022 12:00:00 AM,AA,N108UW,1408,11433,1143302,31295,DTW,11057,1105703,31057,CLT,0814,0809,0.00,0.00,,84.00,500.00,
2022,2,6,01/06/2022 12:00:00 AM,AA,N123UW,2686,11057,1105703,31057,CLT,11986,1198603,31986,GRR,2022,,,1.00,A,,583.00,
2022,2,6,01/06/2022 12:00:00 AM,AA,N352PS,1707,11433,1143302,31295,DTW,11298,1129806,30194,DFW,1341,1423,42.00,0.00,,,986.00,
2022,2,6,01/06/2022 12:00:00 AM,AA,N352PS,2374,11298,1129806,30194,DFW,11433,1143302,31295,DTW,0915,0938,23.00,0.00,,151.00,986.00,0.00
2022,2,6,01/06/2022 12:00:00 AM,AA,N540UW,1673,11433,1143302,31295,DTW,14107,1410702,30466,PHX,1752,1751,0.00,0.00,,226.00,1671.00,
2022,2,6,01/06/2022 12:00:00 AM,AA,N540UW,2104,14107,1410702,30466,PHX,11433,1143302,31295,DTW,0840,0838,0.00,0.00,,190.00,1671.00,
2022,2,6,01/06/2022 12:00:00 AM,AA,N713UW,2445,11057,1105703,31057,CLT,11986,1198603,31986,GRR,1459,1451,0.00,0.00,,82.00,583.00,
2022,2,6,01/06/2022 12:00:00 AM,AA,N713UW,2445,11986,1198603,31986,GRR,11057,1105703,31057,CLT,1730,1730,0.00,0.00,,94.00,583.00,0.00
2022,2,6,01/06/2022 12:00:00 AM,AA,N766US,1442,11986,1198603,31986,GRR,11298,1129806,30194,DFW,1755,,,1.00,B,,931.00,
2022,2,6,01/06/2022 12:00:00 AM,AA,N766US,1561,11986,1198603,31986,GRR,11298,1129806,30194,DFW,0804,0800,0.00,0.00,,141.00,931.00,
2022,2,6,01/06/2022 12:00:00 AM,AA,N771XF,1555,11298,1129806,30194,DFW,11986,1198603,31986,GRR,1859,2208,189.00,0.00,,120.00,931.00,189.00
2022,2,6,01/06/2022 12:00:00 AM,AA,N811NN,1108,11433,1143302,31295,DTW,11298,1129806,30194,DFW,0520,0513,0.00,0.00,,131.00,986.00,
2022,2,6,01/06/2022 12:00:00 AM,AA,N850NN,1339,11298,1129806,30194,DFW,11433,1143302,31295,DTW,1258,1257,0.00,0.00,,125.00,986.00,
2022,2,6,01/06/2022 12:00:00 AM,AA,N850NN,1339,11433,1143302,31295,DTW,11298,1129806,30194,DFW,1726,1739,13.00,0.00,,139.00,986.00,13.00
2022,2,6,01/06/2022 12:00:00 AM,AA,N9013A,1442,11298,1129806,30194,DFW,11986,1198603,31986,GRR,1254,1446,112.00,1.00,B,,931.00,
2022,2,6,01/06/2022 12:00:00 AM,AA,N923NN,2508,11298,1129806,30194,DFW,11433,1143302,31295,DTW,2039,,,1.00,B,,986.00,
2022,2,6,01/06/2022 12:00:00 AM,AA,N925NN,647,11433,1143302,31295,DTW,11057,1105703,31057,CLT,0620,0613,0.00,0.00,,82.00,500.00,
2022,2,6,01/06/2022 12:00:00 AM,AA,N928NN,1297,11057,1105703,31057,CLT,11433,1143302,31295,DTW,1903,1903,0.00,0.00,,75.00,500.00,
2022,2,6,01/06/2022 12:00:00 AM,AA,N946NN,2491,11433,1143302,31295,DTW,11298,1129806,30194,DFW,0725,0715,0.00,0.00,,154.00,986.00,
2022,2,6,01/06/2022 12:00:00 AM,AA,N970NN,2376,11057,1105703,31057,CLT,11433,1143302,31295,DTW,1445,1447,2.00,0.00,,80.00,500.00,
2022,2,6,01/06/2022 12:00:00 AM,AA,N970NN,2376,11433,1143302,31295,DTW,11057,1105703,31057,CLT,1723,1721,0.00,0.00,,76.00,500.00,
2022,2,6,01/06/2022 12:00:00 AM,AA,N985NN,2753,11298,1129806,30194,DFW,11433,1143302,31295,DTW,1707,1954,167.00,0.00,,120.00,986.00,44.00
2022,2,6,01/06/2022 12:00:00 AM,AS,N248AK,1293,11433,1143302,31295,DTW,14747,1474703,30559,SEA,0715,1041,206.00,0.00,,266.00,1927.00,0.00
2022,2,6,01/06/2022 12:00:00 AM,AS,N434AS,792,11433,1143302,31295,DTW,14747,1474703,30559,SEA,1941,2027,46.00,0.00,,266.00,1927.00,0.00
2022,2,6,01/06/2022 12:00:00 AM,AS,N434AS,792,14747,1474703,30559,SEA,11433,1143302,31295,DTW,1025,1020,0.00,0.00,,215.00,1927.00,
2022,2,6,01/06/2022 12:00:00 AM,AS,N524AS,1292,14747,1474703,30559,SEA,11433,1143302,31295,DTW,2245,2235,0.00,0.00,,218.00,1927.00,
2022,2,6,01/06/2022 12:00:00 AM,B6,N197JB,1019,12478,1247805,31703,JFK,11433,1143302,31295,DTW,1547,1554,7.00,0.00,,90.00,509.00,
2022,2,6,01/06/2022 12:00:00 AM,B6,N197JB,1120,11433,1143302,31295,DTW,12478,1247805,31703,JFK,1843,0007,324.00,0.00,,70.00,509.00,313.00
2022,2,6,01/06/2022 12:00:00 AM,B6,N318JB,1336,11433,1143302,31295,DTW,10721,1072102,30721,BOS,0615,0606,0.00,0.00,,84.00,632.00,
2022,2,6,01/06/2022 12:00:00 AM,B6,N329JB,1137,10721,1072102,30721,BOS,11433,1143302,31295,DTW,1030,1029,0.00,0.00,,96.00,632.00,0.00
2022,2,6,01/06/2022 12:00:00 AM,B6,N329JB,2036,11433,1143302,31295,DTW,10721,1072102,30721,BOS,1320,1347,27.00,0.00,,86.00,632.00,0.00
2022,2,6,01/06/2022 12:00:00 AM,B6,N346JB,1237,10721,1072102,30721,BOS,11433,1143302,31295,DTW,2031,2228,117.00,0.00,,103.00,632.00,0.00
2022,2,6,01/06/2022 12:00:00 AM,B6,N649JB,1619,12478,1247805,31703,JFK,11433,1143302,31295,DTW,0900,0917,17.00,0.00,,79.00,509.00,
2022,2,6,01/06/2022 12:00:00 AM,B6,N649JB,1620,11433,1143302,31295,DTW,12478,1247805,31703,JFK,1150,1150,0.00,0.00,,73.00,509.00,
2022,2,6,01/06/2022 12:00:00 AM,DL,N101DU,1604,11433,1143302,31295,DTW,11298,1129806,30194,DFW,1555,1646,51.00,0.00,,144.00,986.00,0.00
2022,2,6,01/06/2022 12:00:00 AM,DL,N101DU,2798,11433,1143302,31295,DTW,14492,1449202,34492,RDU,1025,1025,0.00,0.00,,71.00,501.00,
2022,2,6,01/06/2022 12:00:00 AM,DL,N101DU,2798,14492,1449202,34492,RDU,11433,1143302,31295,DTW,1310,1321,11.00,0.00,,72.00,501.00,
2022,2,6,01/06/2022 12:00:00 AM,DL,N101DU,2894,12266,1226603,31453,IAH,11433,1143302,31295,DTW,0545,0545,0.00,0.00,,144.00,1075.00,
2022,2,6,01/06/2022 12:00:00 AM,DL,N103DY,1078,11433,1143302,31295,DTW,14679,1467903,33570,SAN,1659,1717,18.00,0.00,,259.00,1956.00,
2022,2,6,01/06/2022 12:00:00 AM,DL,N103DY,1136,11292,1129202,30325,DEN,11433,1143302,31295,DTW,1048,1140,52.00,0.00,,126.00,1123.00,0.00
2022,2,6,01/06/2022 12:00:00 AM,DL,N103DY,2855,11433,1143302,31295,DTW,11292,1129202,30325,DEN,0825,0914,49.00,0.00,,177.00,1123.00,0.00
2022,2,6,01/06/2022 12:00:00 AM,DL,N107DU,1445,11433,1143302,31295,DTW,14683,1468305,33214,SAT,0850,0847,0.00,0.00,,162.00,1214.00,
2022,2,6,01/06/2022 12:00:00 AM,DL,N110DU,2114,14683,1468305,33214,SAT,11433,1143302,31295,DTW,0529,0525,0.00,0.00,,161.00,1214.00,
2022,2,6,01/06/2022 12:00:00 AM,DL,N110DU,2147,11433,1143302,31295,DTW,11618,1161802,31703,EWR,1030,1028,0.00,0.00,,68.00,488.00,0.00
2022,2,6,01/06/2022 12:00:00 AM,DL,N110DU,2147,11618,1161802,31703,EWR,11433,1143302,31295,DTW,1300,1307,7.00,0.00,,83.00,488.00,0.00
2022,2,6,01/06/2022 12:00:00 AM,DL,N110DU,2999,11433,1143302,31295,DTW,12266,1226603,31453,IAH,1550,1556,6.00,0.00,,162.00,1075.00,
2022,2,6,01/06/2022 12:00:00 AM,DL,N110DX,934,11433,1143302,31295,DTW,14679,1467903,33570,SAN,0835,0837,2.00,0.00,,277.00,1956.00,
2022,2,6,01/06/2022 12:00:00 AM,DL,N111DC,1102,14107,1410702,30466,PHX,11433,1143302,31295,DTW,0600,0558,0.00,0.00,,188.00,1671.00,
2022,2,6,01/06/2022 12:00:00 AM,DL,N111DC,1468,11433,1143302,31295,DTW,11292,1129202,30325,DEN,2159,2152,0.00,0.00,,157.00,1123.00,
2022,2,6,01/06/2022 12:00:00 AM,DL,N111DC,2677,11433,1143302,31295,DTW,15304,1530402,33195,TPA,1352,1404,12.00,0.00,,134.00,983.00,
2022,2,6,01/06/2022 12:00:00 AM,DL,N111DC,2677,15304,1530402,33195,TPA,11433,1143302,31295,DTW,1738,1737,0.00,0.00,,127.00,983.00,
2022,2,6,01/06/2022 12:00:00 AM,DL,N112DU,1586,11433,1143302,31295,DTW,10423,1042302,30423,AUS,2050,2050,0.00,0.00,,164.00,1149.00,
2022,2,6,01/06/2022 12:00:00 AM,DL,N112DU,1720,11298,1129806,30194,DFW,11433,1143302,31295,DTW,1335,1331,0.00,0.00,,129.00,986.00,
2022,2,6,01/06/2022 12:00:00 AM,DL,N125DN,1221,11433,1143302,31295,DTW,12892,1289208,32575,LAX,1600,1602,2.00,0.00,,262.00,1979.00,
2022,2,6,01/06/2022 12:00:00 AM,DL,N125DN,977,14679,1467903,33570,SAN,11433,1143302,31295,DTW,0730,0728,0.00,0.00,,220.00,1956.00,
2022,2,6,01/06/2022 12:00:00 AM,DL,N129DU,1226,11433,1143302,31295,DTW,12266,1226603,31453,IAH,1240,1252,12.00,0.00,,145.00,1075.00,
2022,2,6,01/06/2022 12:00:00 AM,DL,N129DU,1411,12266,1226603,31453,IAH,11433,1143302,31295,DTW,0800,0753,0.00,0.00,,138.00,1075.00,
2022,2,6,01/06/2022 12:00:00 AM,DL,N133DU,1657,11433,1143302,31295,DTW,15016,1501606,31123,STL,1559,1558,0.00,0.00,,71.00,440.00,
2022,2,6,01/06/2022 12:00:00 AM,DL,N133DU,1657,15016,1501606,31123,STL,11433,1143302,31295,DTW,1725,1722,0.00,0.00,,63.00,440.00,
2022,2,6,01/06/2022 12:00:00 AM,DL,N133DU,1748,10423,1042302,30423,AUS,11433,1143302,31295,DTW,0535,0535,0.00,0.00,,145.00,1149.00,
2022,2,6,01/06/2022 12:00:00 AM,DL,N133DU,2623,11278,1127805,30852,DCA,11433,1143302,31295,DTW,1259,1254,0.00,0.00,,62.00,405.00,
2022,2,6,01/06/2022 12:00:00 AM,DL,N133DU,2623,11433,1143302,31295,DTW,11278,1127805,30852,DCA,1030,1030,0.00,0.00,,62.00,405.00,
2022,2,6,01/06/2022 12:00:00 AM,DL,N133DU,2752,11433,1143302,31295,DTW,12266,1226603,31453,IAH,2050,2053,3.00,0.00,,165.00,1075.00,
2022,2,6,01/06/2022 12:00:00 AM,DL,N135DQ,2448,11433,1143302,31295,DTW,14683,1468305,33214,SAT,2050,2046,0.00,0.00,,175.00,1214.00,
2022,2,6,01/06/2022 12:00:00 AM,DL,N135DQ,2985,14683,1468305,33214,SAT,11433,1143302,31295,DTW,1540,1543,3.00,0.00,,152.00,1214.00,
2022,2,6,01/06/2022 12:00:00 AM,DL,N137DU,2188,12266,1226603,31453,IAH,11433,1143302,31295,DTW,1700,1705,5.00,0.00,,140.00,1075.00,
2022,2,6,01/06/2022 12:00:00 AM,DL,N1602,386,10397,1039707,30397,ATL,11433,1143302,31295,DTW,1340,2243,543.00,0.00,,80.00,594.00,0.00
2022,2,6,01/06/2022 12:00:00 AM,DL,N308DN,1003,11433,1143302,31295,DTW,10721,1072102,30721,BOS,1418,1425,7.00,0.00,,82.00,632.00,
2022,2,6,01/06/2022 12:00:00 AM,DL,N308DN,1734,12892,1289208,32575,LAX,11433,1143302,31295,DTW,0536,0531,0.00,0.00,,250.00,1979.00,
