YEAR,QUARTER,MONTH,FL_DATE,OP_UNIQUE_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY_NEW,CANCELLED,CANCELLATION_CODE,AIR_TIME,DISTANCE,WEATHER_DELAY
2022,3,8,01/08/2022 12:00:00 AM,AA,N868NN,1108,11433,1143302,31295,DTW,11298,1129806,30194,DFW,0535,0529,0.00,0.00,,130.00,986.00,
2022,3,8,01/08/2022 12:00:00 AM,AA,N881NN,2582,11057,1105703,31057,CLT,11433,1143302,31295,DTW,0732,0725,0.00,0.00,,75.00,500.00,
2022,3,8,01/08/2022 12:00:00 AM,AA,N881NN,2582,11433,1143302,31295,DTW,11057,1105703,31057,CLT,1013,1006,0.00,0.00,,72.00,500.00,
2022,3,8,01/08/2022 12:00:00 AM,AA,N895NN,2491,11433,1143302,31295,DTW,11298,1129806,30194,DFW,0720,0717,0.00,0.00,,132.00,986.00,
2022,3,8,01/08/2022 12:00:00 AM,AA,N917NN,2445,11057,1105703,31057,CLT,11986,1198603,31986,GRR,1330,1321,0.00,0.00,,84.00,583.00,
2022,3,8,01/08/2022 12:00:00 AM,AA,N917NN,2445,11986,1198603,31986,GRR,11057,1105703,31057,CLT,1655,1652,0.00,0.00,,82.00,583.00,
2022,3,8,01/08/2022 12:00:00 AM,AA,N944AN,2753,11298,1129806,30194,DFW,11433,1143302,31295,DTW,1845,1843,0.00,0.00,,130.00,986.00,
2022,3,8,01/08/2022 12:00:00 AM,AA,N949AN,2618,11986,1198603,31986,GRR,11057,1105703,31057,CLT,0600,0558,0.00,0.00,,81.00,583.00,
2022,3,8,01/08/2022 12:00:00 AM,AA,N975AN,2377,11298,1129806,30194,DFW,11433,1143302,31295,DTW,1100,1127,27.00,0.00,,128.00,986.00,
2022,3,8,01/08/2022 12:00:00 AM,AA,N975AN,2377,11433,1143302,31295,DTW,11298,1129806,30194,DFW,1542,1828,166.00,0.00,,129.00,986.00,0.00
2022,3,8,01/08/2022 12:00:00 AM,AA,N979AN,2394,11057,1105703,31057,CLT,11433,1143302,31295,DTW,2244,2241,0.00,0.00,,74.00,500.00,
2022,3,8,01/08/2022 12:00:00 AM,AA,N983AN,1355,11298,1129806,30194,DFW,11433,1143302,31295,DTW,1532,1527,0.00,0.00,,128.00,986.00,
